كود الصنف;اسم الصنف;المجموعة;السعر;النقاط 
RA-F1508326;مفتاح UP/DOWN لؤلؤي R1.1-P025-88;افياشR1-T9;10;2
RA-F1508327;مفتاح NIGHT LIGHT لؤلؤي R1.1-P026;افياشR1-T9;19.75;5
RA-F2401001;علبه مفرد فيش ارضي استانلس استيل - سيلفر RV-2504 / 128;افياش ارضي;19;5
RA-F2401002;علبه مفرد فيش ارضي استانلس استيل - اسود RV-2504 / 128;افياش ارضي;19;5
RA-F2401011;علبه ثنائي فيش ارضي استانلس استيل - سيلفر RV-2505 / 128;افياش ارضي;53;10
RA-F2401012;علبه ثنائي فيش ارضي استانلس استيل - اسود RV-2505 / 128;افياش ارضي;53;10
RA-F2401101;فيش 13 امبير - ارضي / 128 - RV-001;افياش ارضي;3;1
RA-F2401102;فيش 13 امبير USB -TYPE C - ارضي / 128  - RV-004;افياش ارضي;17.75;4
RA-F2401103;فيش تليفون  - ارضي / 128   - RV-002;افياش ارضي;2.5;1
RA-F2401104;فيش كمبيوتر CAT-6 -  128  - RV-003;افياش ارضي;3;1
RA-F2402001;علبه مجوز فيش ارضي استانلس استيل - سيلفرRV-2506 / 45;افياش ارضي;42.25;10
RA-F2402002;علبه مجوز فيش ارضي استانلس استيل - اسود RV-2506 / 45;افياش ارضي;42.25;10
RA-F2402101;فيش 13 امبير - ارضي / 45 - RV-001-1;افياش ارضي;3;1
RA-F2403001;علبة افياش ومفاتيح ارضي استانلس استيل 2 فتحات - سيلفر RV-2507 / 86;افياش ارضي;56.5;15
RA-F2403002;علبة افياش ومفاتيح ارضي استانلس استيل 4 فتحات - سيلفر RV-2508 / 86;افياش ارضي;134;30
RA-F2403003;علبة افياش ومفاتيح ارضي استانلس استيل 6 فتحات - سيلفر RV-2509 / 86;افياش ارضي;247;60
RA-F2404001;علبة طاولة افياش ومفاتيح المونيوم - اسود - RV-2510;افياش ارضي;56.5;15
RA-F2404101;فيش 13 امبير - طاولة / اسود - RV-006;افياش ارضي;3;1
RA-F2404102;فيش 13 امبير USB -TYPE C - طاولة / اسود - RV-007;افياش ارضي;10.5;2
RA-F2404103;فيش HDMI - طاولة / اسود - RV-008;افياش ارضي;7;1
RA-F2501001;علبه مفرد وتربروف افياش ومفاتيح IP66 - Y-023;علب WPF;15;4
RA-F2501002;علبه مفرد وتربروف افياش ومفاتيح IP66 - Y-024;علب WPF;15;4
RA-F2501003;علبه ثنائي وتربروف افياش ومفاتيح IP66 - Y-025;علب WPF;22;5
RA-F2502001;فيش مفرد 13امبير مربع  مع علبة وتربروف   IP55 - Y-028;علب WPF;10;2
RA-F2502002;فيش مفرد 13امبير مربع + مفتاح مفرد عادي  مع علبة وتربروف  IP55 - Y-029;علب WPF;14;3
RA-F2502003;فيش مجوز 13امبير مربع مع علبة وتربروف  IP55 - Y-030;علب WPF;20;5
RA-F2503001;فيش مفرد 13امبير دائري  مع علبة وتربروف   IP66 - Y-031;علب WPF;24;6
RA-F2503002;فيش مجوز 13امبير دائري  مع علبة وتربروف   IP66 - Y-032;علب WPF;44;10
RA-F2504001;علبة قاطع وتربروف 3 خط  HT /  IP-65 - Y-033;علب WPF;10;2
RA-F2504002;علبة قاطع وتربروف 5 خط HT /  IP-65 - Y-034;علب WPF;13;3
RA-F2504003;علبة قاطع وتربروف 8 خط HT /  IP-65 - Y-035;علب WPF;16;4
RA-F2504004;علبة قاطع وتربروف 12 خط HT /  IP-65 - Y-036;علب WPF;27;7
